slug,colorCode,type,number,name,alternateNames,ciConstitutionNumber,composition,description,transparencyRatingCode,lightfastRatingCode,toxicity,notes
PW20,W,CIPIGMENT,20,Mica,"Biotite;
 C.I. Pigment White 20;
 Fine Mica [GU];
 Gold Coarse Mica [GU];
 Glimmer White;
 Interference Blue [OH.a?*];
 Interference Green [OH.a?*];
 Interference Lilac [OH.a?*];
 Interference Red [OH.a?*];
 Iridescent Pearl White [WL.o];
 Iridescent White [MA.p];
 Lepidolite;
 Metallic White [HO.ag];
 Mica [GEN];
 Mica Powder [SI.p]; 
 Mica Titanate;
 Mica White [KP.p];
 Moon White [MA.o(HD)];
 Mother Of Pearl [ TA.a.af ];
 Muscovite;
 Muscovite Mica [KP.p];
 Muscovite Mica, brilliant[KP.p];
 Muscovy Glass;
 Natural Mica, Perlescent Powder [KA.p]; 
 Pearl Blue [HO.a];
 Pearl Lustre;
 Pearl White [HO.a.g];
 Pearlescent White;
 Phlogopite;
 Pink Mica [GU];
 Pigment White 20;
 Russet;
 Silver [HO.w];
 Stardust Blue [MA.o(HD)?*];
 Stardust Purple [MA.o(HD)?*];
 Super Sparkle White Mica Powder [EP.p];
 Titanated Mica; 
 Toning Grey Mid [CR.ao.o];
 White Coarse Mica [GU];
 White Fine Mica [GU];
 White Medium Mica [GU];
 White Muscovite;
 Zinnwaldite;
 Also many colors with Iridescent, Pearl, or Metallic prefix or suffix.",77019,"Inorganic;
 Hydrous Aluminium Potassium Silicate; 
 Mica Titanate (micronized mica flakes);
 ""a type of natural quartz, which occurs in the form of compressed thin sheets or plates that divide easily"" (Ref THE ARTIST’S HANDBOOK by Pip Seymour);
 H2KAl3(SiO4)3
 CAS 12001-26-2",Translucent pearlescent or shimmering off-white,T,I,A,"Adds metallic, iridescent and pearlescent properties to paints.;
 Natural Mica and larger particles may harm oil paint film, very fine particles and micronized Mica Titanate is more suitable for oil (Ref).
 ?* may have small amount of other pigment added for tint."
PW21,W,CIPIGMENT,21,"Barium Sulfate
 (Synthetic)","Artificial Barite;
 Barite [NP.p];
 Barium Sulfate [KA];
 Barium White;
 Baryta White;
 Blanc Fixe [KP.p | SCH.p];
 C.I. Pigment White 21;
 Constant White;
 Hepatite;
 Italian Gesso [NP.p];
 Permalba;
 Pigment White 21;
 Pigment White 22 (natural);
 Precipitated Barium Sulphate;
 Sulfate de Baryum;
 Sulfato de Bario;
 Synthetic Barium Sulfate;
 Tyrol White",77120,"Inorganic; 
 Synthetic Barium Sulfate:
  used as a white pigment, more often as as an extender or adulterant.
 The natural mineral baryte is roasted with coal, burning off the carbon monoxide and sulfur dioxide. The product is then dissolved in water and filtered. The pure barium sulfate can then be precipitated out with sodium sulfate. (Ref Pigment Compendium, by Nicholas Eastaugh, Valentine Walsh, Tracey Chaplin and Ruth Siddall, Copyright © 2008, p.44-45); 
 Barium Sulfate (Ref at Boston Fine Arts CAMEO Art material Database);
 CAS 7727-43-7",White,S/O,I,A,"*Used as an filler, extender, to improve handling, increase opacity (in watercolor and gouache), and/or adulterant in oil colors.;
 Barium Sulfate or Blanc Fix is very heavy and when used in paints may make the tube feel heavy. Because of that it is often used to adulterate Lead White, or added to paints as a adulterant filler simulating a high pigment load (Ref THE ARTIST’S HANDBOOK by Pip Seymour);
 Used as a base for more opaque lake pigments;
 ** Pure Barium Sulfate is not soluble so it is safe, but poorly made synthetic Barium Sulfate may have free soluble barium compounds as impurities that are very poisonous (Ref). I Recommend only getting from a reliable source. 
 see inert pigments"
PW22,W,CIPIGMENT,22,"Barytes
 (Natural Barium Sulfate)","Barite [NP.p];
 Baryta White; 
 Baryte; 
 Barytes;
 Basofor; 
 Bologna Stone;
 Bolognian Spar;
 Bologna white; 
 Calk;
 Cauk;
 Cawk;
 C.I. Pigment White 22;
 Heavy Spar;
 Mineral White;
 Natural Barium Sulfate;
 Pigment White 21;
 Pigment White 22;
 Ponderous Spar;
 Sulfate de Baryum;
 Sulfato de Bario;
 Tiff;
 Tyrol white
 Also see Pigment White 21 above",77120,"Inorganic; 
 Natural Barium Sulfate: Usually white or off white, impurities may tint it a wide variety of colors. (Ref Pigment Compendium, by Nicholas Eastaugh, Valentine Walsh, Tracey Chaplin and Ruth Siddall, Copyright © 2008, p.46);
 Natural Barium Sulfate Ore (Pigment White 22) (Ref: Natural Pigments);
 Barite (Ref at Boston Fine Arts CAMEO Materials Database);
 CAS 7727-43-7",White to off white,S/O,I,A,"Used as an filler, extender, to improve handling, increase opacity (in watercolor and gouache), and/or adulterant in oil colors. Also used as a base for more opaque lake pigments;
 Barium Sulfate or Blanc Fix is very heavy and when used in paints may make the tube feel heavy. Because of that it is often used to adulterate Lead White, or added to paints as a adulterant filler simulating a high pigment load (Ref THE ARTIST’S HANDBOOK by Pip Seymour);
 ** Barium Sulfate is not soluble so it is safe, but poorly made Barium Sulfate, or raw natural Barium Sulfate may have impurities or free soluble barium compounds that are very poisonous (Ref)"
PW23,W,CIPIGMENT,23,Alumina Blanc Fixe,"Alum;
 Alumina Blanc Fixe;
 Aluminium Hydrate;
 Blancopone;
 C.I. Pigment White 23;
 Gloss White;
 Pigment White 23",77122,"Aluminum hydrate, Barium sulfate;
 Coprecipitate of about. 25% aluminium hydroxide and 75% barium sulfate (Ref Color index 3rd Ed., V.4, Inorganic colorants, chemical constitution number CI 77122) 
 used as “clear oil colour” (Ref Color Index Third Ed)",White Crystalline Powder,X,I,A,"** Barium Sulfate is not soluble so it is safe, but poorly made Barium Sulfate may have free soluble barium compounds that are very poisonous (Ref)"
PW24,W,CIPIGMENT,24,Aluminium Hydroxide,"Alumina;
 Alumina Hydrate [KA.p];
 Alumina Trihydrate;
 Aluminum Hydrate;
 Aluminum Hydrate White; 
 Aluminum Hydroxide1;
 Aluminum Hydroxide Fine [KP.p];
 Aluminum Hydroxide Medium [KP.p];
 Aluminum Oxide Trihydrate; 
 Aluminum Trihydrate [NP.p];
 Aluminum White; 
 C.I. Pigment White 24;
 Gloss White;
 Hydrated Alumina;
 Hydrated Aluminum Oxide;
 Transparent Blender [DS.o];
 Transparent White;
 Trihydroxyaluminum;
 Alumina White;
 Pigment White 24",77002,"Aluminum Hydroxide can have varying amounts of basic aluminium sulfate (Ref Colorindex 3rd Ed., V.4, Inorganic colourants CI 77002);
 Alumina Trihydrate
 (Ref at Boston Fine Arts CAMEO);
 Aluminum hydroxide, is a metallic salt and soap of aluminum.
 CAS 21645-51-2",Translucent White powder*,S/T,I,A,"*see inert pigments
 **Transparent in oils
 *** Oil absorption depends on particle size
 One of the most common metallic bases for precipitating dyes to make lake pigments (Ref).
 Often used as a filler, extender and adulterant to increase volume of a paint or pigment. Used this way it lowers the tinting strength of the mixed pigment. In the case of very strong colors like the Phthalo's it is not considered an adulterant, it is also added in small amounts to improve paint handling. 
 Very often it is used to greatly extend pigments in cheaper paints and pigments where it is considered an adulterant. Overuse may cause some yellowing and darkening in oil paints. (Ref The Artist's Handbook by Pip Seymour); (Ref The Artist's Handbook by Ralph Mayer)"
PW25,W,CIPIGMENT,25,Gypsum,"Anhydrous sulfate of lime**;
 Alabastar [NP.p];
 Alabaster Gypsum;
 Alabaster White [KP.p];
 Albarine;
 Annalin**;
 Atlas Spar;
 Bologna White;
 C.I. Pigment White 25;
 Crown Filler;
 Gesso;
 Gypsum;
 Lady's Ice;
 Light Spar;
 Mineral White;
 Magnesia White?;
 Native Calcium Sulfate;
 Natural Gypsum;
 Natural Calcium Sulfate;
 Natural Sulfate of Lime;
 Pigment White 25;
 Plaster of Paris**;
 Precipitated Calcium Sulfate;
 Puritan Filler;
 Satin Spar;
 Silk Spar;
 Selenite;
 Specular Stone;
 Sulfate of Lime; 
 Terra Alba [DS.pd; KP.p | NP.p];",77231,"Inorganic; 
 Hydrated calcium sulfate (Ref); (Gypsum Ref at Boston Fine Arts); (Alabaster Ref at Boston Fine Arts);
 CAS 91315-45-6
 CAS 10101-14-4
 ** Anhydrous form of calcium sulfate or calcined gypsum",White,X,I,A,"*Nearly transparent in oils used as an extender, filler and/or adulterant;
 Used in traditional artists gesso.;
 May make brittle gesso? (Ref);
 High quality pure Calcium Sulfate Terra Alba available from Natural Pigments.
 Alabaster Natural Hydrated Calcium Sulfate also from Natural Pigments"
PW26,W,CIPIGMENT,26,Talc,"Agalite;
 Alberene® Soapstone;
 Asbestine;
 C.I. Pigment White 26;
 French Chalk [DS.pd};
 Lard Stone;
 Mistron®;
 Nicron®;
 Pigment White 26;
 Pot Stone;
 Steatite;
 Soapstone;
 Spanish Chalk;
 Tailors Chalk;
 Tak;
 Talc [GU | KA.p];
 Talcum [SCH.p.];
 Talcum Powder [SI.p]; 
 Talcum White [KP.p];
 Talk;
 Vertal;","77718 +
 77019","Inorganic; 
 Mixed Hydrated Silicate of Magnesium with varying impurities of Calcium, Iron and other compounds;
 Hydrated Magnesium Silicate (Ref Boston Fine Arts);
 CAS 14807-96-6
 CAS 8005-37-6",Slightly off white to light grey,X,I,A,"*Nearly transparent in oils used as an extender, filler and to change rheological properties of paints
 
 Provides for good colour consistency in aqueous binders. The dried colour becomes slightly water-repellent (Ref: Schmincke Pigment Info -PDF);"
PW27,W,CIPIGMENT,27,Silica,"C.I. Pigment White 27;
 Cristobalite Powder [KP.p]; 
 Diatomaceous Earth [GU];
 Diatomaceous Silica;
 Diatomic Earth;
 Diatomite;
 Fossil Flower; 
 Fuller's Earth;
 Infusorial Earth;
 Microdol;
 Mountain Crystal [KP.p]; 
 Pigment White 27;
 Precipitated amorphous silica; 
 Rock Crystal [KP.p];
 Silica;
 Silicon Dioxide;
 Sand;
 Tripoli;
 Quartz;
 Quartz Powder [KP.p];
 Tripolite;",77811,"Inorganic; 
 Two types:
 Hydrous = diatomaceous earth;
 Anhydrous = silica
 (Ref Color Index Third Ed);
 Silicon Dioxide (amorphous) or anhydrous silica is pure chemical form;
 Natural Diatomaceous Earth is the Hydrous form made up of the fossilized skeletal remains of aquatic plants called diatoms (Ref); 
 CAS 7631-86-9",White to off white,X,I,A,"Used mostly to add tooth or texture; *Transparency depends on binder and particle size, also the crystalline structure."
PW28,W,CIPIGMENT,28,Calcium Silicate,"Anhydrite;
 Calcium Silicate;
 Calcium Metasilicate;
 C.I. Pigment White 28;
 Baysical K;
 Pigment White 28;
 Wollastonite (mineral)",77230,"Inorganic;
 Calcium Metasilicate;
 Calcium Silicate;
 CAS 10101-39-0;
 CAS 10101-41-4;
 CAS 13397-24-5;
 CAS 26499-65-0;
 CAS 7778-18-9",White to light cream,X,I,A,*Depends on binder and particle size
PW30,W,CIPIGMENT,30,Lead Phosphate,"C.I. Pigment White 30;
 Lead Phosphate;
 Pigment White 30",77622,Lead Phosphate,,X,X,C,
PW32,W,CIPIGMENT,32,Zinc Phosphate,"C.I. Pigment White 32;
 Delta Zinc Phosphate;
 Pigment White 32;
 Zinkphosphate ZP 10",77964,"Inorganic; 
 Pure Zinc Phosphate;
 CAS 7779-90-0",White,O,I,A,
PW33,W,CIPIGMENT,33,Calcium Sulfoaluminate,"C.I. Pigment White 33;
 Calcium sulfoaluminate;
 Pigment White 33;",7 7235,Calcium sulfoaluminate,,X,X,,
