slug,colorCode,type,number,name,alternateNames,ciConstitutionNumber,composition,description,transparencyRatingCode,lightfastRatingCode,toxicity,notes
PR49:2,R,CIPIGMENT,49.2,Calcium Lithol Red,"Calcium Lithol Red;
 C.I. Pigment Red 49:2;
 LITHOL DARK RED;
 Pigment Red 49:2",15630:2,"Synthetic Organic;
 Monoazo;
 CAS 1103-39-5",Bright bluish red,X,IV,A,
PR52:1,R,CIPIGMENT,52.1,Pigment Red 52.1,"BON Rubine;
 BON Rubine, non-resinated;
 BON Rubine Red;
 C.I. Pigment Red 52:1;
 Pigment Red 51:1",15860:1,"Synthetic Organic;
 Monoazo;
 CAS 17852-99-",Bright red,X,III,A,
PR52:2,R,CIPIGMENT,52.2,Pigment Red 52.2,"Bordeaux;
 C.I. Pigment Red 52:2;
 Lithol Scarlet Red 302;
 Pigment Red 52:2;
 Rose Maroon",15860:2,"Synthetic Organic;
 Monoazo;
 CAS 12238-31-2",Bordeaux,X,III,A,
PR53,R,CIPIGMENT,53,Lake Red C,"Astro Orange;
 Bronze Red;
 Bronze Scarlet;
 C.I. Pigment Red 53;
 D&C Red No 9;
 Desert Red;
 Eljon lake red;
 Lake Red C;
 Pigment Red 53;
 Pigment Red Lack C",15585,"Synthetic Organic;
 Monoazo;
 Beta Naphthol;
 1-(4-Chloro-o-sulfo-5-tolylazo)-2-naphthol;
 CAS 5160-02-1
 CAS 2092-56-0",Bright reddish orange,X,III,B,"* Requires a PROP 65 label in CA., US, possible carcinogen. (Ref CA. OEHHA)"
PR53:1,R,CIPIGMENT,53.1,Pigment Lake Red C,"3110 Bronze Red
 Barium Lake;
 Bronze Scarlet;
 C.I. Pigment Red 53:1
 Lake Red;
 Pigment Red 53:1;
 Red Lake C;
 Red Toner C",15585:1,"Synthetic Organic;
 Monoazo;
 Barium Base (Chembook Ref);
 CAS 5160-2-1",Bight yellowish red,X,IV,B,* See MSDS for slight hazard information.
PR57,R,CIPIGMENT,57,Sodium Lithol Rubine,"C.I. Pigment Red 57;
 D&C Red No. 6;
 Lithol Rubine;
 Pigment Red 57",15850,"Synthetic Organic;
 Monoazo;
 Lithol on Sodium base;
 CAS 5858-81-1",Bluish red,S/T,III,A,
PR57:1,R,CIPIGMENT,57.1,Lithol Rubine,"C.I. Pigment Red 57:1;
 D&C Red No 7 Calcium Lake;
 Lithol Rubine;
 Pigment Red 57:1;
 Primary Red - Magenta [MA];
 Process Magenta;
 Pyroline Ruby Red [RGH.o.p];
 Red Devil [MA.o(HD)];
 RUBINE BK;",15850:1,"Synthetic Organic;
 Monoazo;
 Lithol on Calcium base;
  
 C18H12N2O6, calcium salt
  
 CAS 5281-4-9",Magenta; Midred violet undertone,S/T,III,A,"Used in food, drugs, and cosmetics. Often used in pink lipstick . Lithol Rubine can be used in art materials intended for children (Ref: Blick Art pigment info)"
PR57:2,R,CIPIGMENT,57.2,Pigment Red 57:2,"C.I. Pigment Red 57:2;
 D&C Red No.6 Lake;
 Pigment Red 52:2;
 Ruby",15850:2,"Synthetic Organic;
 Monoazo;
 CAS 17852-98-1",Bluish red,S/T,III,A,often used in lipstick
PR58:4,R,CIPIGMENT,58.2,Pigment Red 58:4,"Bordeaux;
 C.I. Pigment Red 58:4;
 Crimson;
 Maroon;
 Pigment Red 56:4;
 Rubine Toner M",15825:4,"Synthetic Organic;
 Monoazo;
 CAS 52233-00-8",Bluish red,S/T,X,A,
PR60,R,CIPIGMENT,60,Permanent Rose,"Acid Scarlet;
 Beacon Red;
 Carmine 3B;
 C.I. Pigment Red 60;
 Geranium ( Primary ) [HO.g]; 
 Lighthouse Chrome Red B;
 Permanent Rose [HO.w | SH.wd];
 Pigment Red 60;
 Pigment Scarlet;
 Superchrome Red B;",16105,"Synthetic Organic;
 Mordant red 9 co-precipitated on Alum hydroxide base with barium chloride; 
 CAS 1836-22-2","Bluish Red Magenta;
 lightly staining w/ adverage tiniting strength",S/T,IV,A,"May be found in very cheap watercolor sets, was used in ink for ink-jets printers, however it's probably not used for that anymore as similar and more light fast pigments are available for that purpose.
 * Not rated by the ASTM.
 Rated very poor (IV) light fastness in watercolor at handprint.; see PR-60 by Bruce MacEvoy @ handprint.com
 Might be better in oils or Acrylic, I would suggest making your own lightfastness tests if you are interested."
PR60:1,R,CIPIGMENT,60.1,Pigment Scarlet,"C.I. Pigment Red 60:1;
 Pigment Red 60:1;
 Pigment Scarlet",16105:1,"Synthetic Organic;
 Monoazo;
 Disazo lake on a barium base;
 CAS 1325-16-2",Bright Midshade to bluish red,X,IV,A,"* Not rated by the ASTM.
 PR-60 was Rated Very poor (IV) light fastness in watercolor at handprint.; see PR-60 by Bruce MacEvoy @ handprint.com
 I doubt this version is any better, however it has not been tested."
PR61,R,CIPIGMENT,61,Lake Caramine L,"C.I. Pigment Red 61;
 Lake Caramine L;
 Pigment Red 61","24830
 24830:1","Synthetic Organic;
 Xylidine coupled with naphthol on Alumina and Barium white or Zinc white on Barium white base;
 CAS 1325-29-7",,X,NR,,
PR62,R,CIPIGMENT,62,Pigment Carmine 3B,"Azo Red Transparent [RGH.o.p];
 C.I. Pigment Red 62;
 Pigment Carmine 3B;
 Pigment Red 62",23295,"Synthetic Organic;
 Monoazo Barium Salt; Barium lake of m-tolidine coupled with 2-naphthol.
 CAS 109823-18-9",Dark bluish red,T,NR,A,
PR63,R,CIPIGMENT,63,Pigment Red 63,"C.I. Pigment Red 63;
 Lake Bordeaux BN;
 Pigment Red 63",15880,"Synthetic Organic;
 Monoazo;
 Azo dye on precipitated on a Alumina base.
 CAS 21416-46-6;
 CAS 1325-13-9",Midshade red,S/T,NR,A,
PR63:1,R,CIPIGMENT,63.1,Lithol Bordeaux,"BON Maroon;
 Calcium Lake;
 C.I. Pigment Red 63:1;
 D&C Red No 34 
 Deep Maroon;
 Fanchon Maroon;
 Lake Bordeaux BN;
 Lithol Bordeaux;
 Pigment Maroon Toner;
 Pigment Red 63:1",15880:1,"Synthetic Organic;
 Monoazo; Azo dye on precipitated on a lithopone base.
 CAS 6417-83-0",Bordeaux,S/O,IV,A,"* Not rated by the ASTM, blue wool scale indicates 'poor' to 'fair' light fastness."
PR69,R,CIPIGMENT,69,Lithol Red GG,"C.I. Pigment Red 69;
 Geranium (Primary) [HO];
 Lithol Red GG [FIAT];
 Pigment Red 69;
 Pigment Red BC",15595,"Synthetic Organic;
 Monoazo; Disazo Lake",Bright yellowish red,X,NR,A,
PR81,R,CIPIGMENT,81,Rhodamine 6G,"Bengal Pink Lake;
 C.I. Pigment Red 81;
 D&C Red No 19;
 Fast Pink Lake;
 Fast Pink Toner RNT;
 Pigment Red 81;
 PTMA Pink;
 Rhodamine 6G Lake;
 Rhodamine Red;
 Rhodamine Y;",45160:1,"Phosphotungsto
 molybdic acid;
 Phosphorous, Tungsten, 
 Molybdenum of Rhodamine;
 CAS 12224-98-5",Fluorescent bright bluish red,T,NR,B,
PR81:1,R,CIPIGMENT,81.1,Rhodamine 6G [FIAT],"Brilliant Purple [SCH];
 C.I. Pigment Red 81:1;
 Pigment Brown 1:1?
 Pigment Red 81:1;
 Rhodamine 6G;
 Rose Madder (hue) [CL];
 Tyrian Pink [LB.av]",45160:3,"Silicotungsto-molybdic acid salt of Rhodamine;
 CAS 12224-98-8",Bright bluish red,T,NR,B,
PR81:2,R,CIPIGMENT,81.2,Rhodamine YS,"Brilliant Purple [SCH];
 C.I. Pigment Red 81:2;
 Pigment Red 81:2;
 Rhodamine YS",45161:1,Silicomolybdic acid salt of Rhodamine; Triarylcarbonium,Bright bluish red,T,NR,B,
PR81:3,R,CIPIGMENT,81.3,Rhodamine YS,"C.I. Pigment Red 81:3;
 Crimson Lake [SE.t];
 Pigment Red 81:3;
 Rhodamine YS",45161:2,Phosphomolybdic acid salt of Rhodamine,Bright bluish red,T,NR,B,
PR81:4,R,CIPIGMENT,81.4,Rhodamine YS PTMA,"C.I. Pigment Red 81:4;
 Pigment Red 81:4;
 Rhodamine YS;
 Rhodamine YS PTMA",45161:5,Phosphotungsto-molybdic acid salt of Rhodamine,"Bright bluish red
 † Hue Shift Yellower",T,NR,B,
PR83,R,CIPIGMENT,83,Alizarin Crimson,"Alizarin Brown;
 Alizarin Carmine [LB.o | MA.o];
 Alizarin Crap Lake;
 Alizarin Crimson [GEN | AS | BA.o.w | BR | DR.o | DS.a.i.o.w | GB.o.o | GR.a.o.o.w.w.wo | HO.g.o.wo | KA.o.p | KP.p | MG.a.g.o.w | NP.p | MH.o | RF.e | RGH.o.p | ROSS.o.o(soft) | RT.w | SE.o.w | SV | UT.a.o.w | WL.o.p | WN.o.w.wp.wp(L)];
 Alizarin Crimson Dark [KP.p];
 Alizarin Crimson Deep;
 Alizarin Crimson Golden [GRd];
 Alizarin Crimson Lake [SE];
 Alizarin Farben;
 Alizarin Golden [RGH.o];
 Alizarin Lake;
 Alizarine Madder Deep [SCH.p];
 Alizarine Madder Lake;
 Alizarine Madder Lake Deep [SCH.p];
 Alizarin Orange;
 Alizarin Red;
 Alizarine Red B;
 Alizarin Red Lake [SE.p];
 Alizarin Scarlet;
 Alizarin Violet Lake [SE.w];
 Antique Crimson [HO.w];
 Brown Madder;
 C.I. Pigment Red 83;
 Carmine (hue) [HO.w];
 Carmine (Alizarin Crimson) [HO.w.]; 
 Carmine Red (hue) [SE.os];
  Crimson Alizarin [DR.o];
 Crimson Madder;
 Kermes Lake [MA.o(Ren)];
 Indian Lake Alizarin;
 Lacca d'Alizarina Cremisina;
 Laca de Garanza Cramois;
 Laque d'Alizarine Carmiosie;
 Madder;
 Madder Brown;
 Madder Carmine [WN];
 Madder Lake;
 Madder Lake Deep [RT.o.w];
 Mordant Red 11;
 Permanent Alizarin Crimson [UT.w?**];
 Permanent Carmine [MA.o.o(artis).p];
 Permanent Crimson;
 Permanent Rose Madder [SI.p];
 Permanent Violet;
 Pigment Red 83;
 Red Scarlet;
 Rose Doré (Alizarin);
 Rose Madder [BX.o.w | HO.w | SH.w | WNd];
 Rose Madder Alizarin;
 Rose Madder Deep [BX.o.w]
 Rose Madder Hue [GR.w | UT.o];
 Rose Madder Lake [SE.w];
 Scarlet Crap Lake;
 Synthetic Madder;
 Violet Carp Lake;
 Compare NR9 and NR8",58000,"Natural anthraquinone dye, derived from the roots of plants of the madder genus, usually fixed onto an Alum or Aluminium Hydroxide base*. (Ref Alizarin Crimson at Boston Fine Arts); 
 Alizarin (wikipedia Ref); 
 Making madder lake at webexhibits.org
  
 C14H8O4
  
 CAS 72-48-0; 
 CAS 104074-25-1","Deep Dark yellowish to Bordeaux violet red;*
 Staining with fairly good tinting strength
 † Fades, Darkens",T,IV,A,"Unique & beautiful hue, which is why many artists still use this fugitive pigment today. The natural form has an ancient history.
 It is not recommended for permanent work, and should only be used in books or illustrations that will be hidden from light. Despite it's low light fastness ratings, some old master's paintings have survived virtually unchanged, perhaps becuase it was used mostly as a glaze, mixed with resins. see below;
 ""Should only be used in oil color glazes and not mixed with white because of it's poor lightfastness in tints."" (Ref. The Artist's Handbook, By Ray Smith, DK Pub. 2003, p.22-23)
 PR 177, PR 179 or PR 264 are similar, and more permanent substitutes, but not identical.;
 Technically ""The colour index name ""PR83"" refers to the lake of the natural anthraquinone pigment, isolated from the madder root by Robiquet & Colin 1826; some manufacturers use the CI name ""PR83:1"" for the synthetic laked pigment invented by the German chemists Graebe and Lieberman in 1868"" (Ref. Handprint.com).
 My guess is that most companies and other resources are using the synthetic variety PR83:1 and just calling it PR83. 
 * Color depends on method of manufacture and the metal salt the Anthraquinone dye is fixed on. Tin salts giving more yellowish shades in artist pigments.
 Color depends on metal the lake is fixed on: 
 Aluminum = Red;
 Calcium = Bluish Red;
 Iron = Maroon;
 Chromium = Reddish-brown;
 Tin = yellowish red;
 ** Handprint shows extremly poor results for light fastness in all watercolor brands tested. More info on PR 83, Alizarin in watercolors @ handprint.com
  (Ref. Alizarin Crimson Natural Pigments)
 *** these Blue Wool Scales seem to be way too high for Alizarin"
PR83:1,R,CIPIGMENT,83,Synthetic Alizarin Lake,"Alizarin Crimson [CL | DR.o.o.t.w.w |SCH.w];
 Alizarin Lake;
 Alizarine Madder Lake [SCH.o(Mus)];
 C.I. Pigment Red 83:1;
 Crimson Alizarin [BA.o | DR.o.o.t.]; 
 Krapplack Dunkel [SCH.g];
 Madder (crimson) Lake Deep Extra [ OH.o.w ]; 
 Madder Lake Deep [SCH.g];
 Pigment Red 83:1",58000:1,"Synthetic Organic;
 Synthetic Anthraquinone on Alumina Base;
 Alizarin, synthetic: (Ref at Boston Fine Arts CAMEO);
 PR- 83:1 Dihydroxy-anthraqutone or Anthraquinone Lake (Alizarin Crimson) is a synthetic form of NR9 (without Purpurin) precipitated with an inert binder, usually a metallic salt.; (lake pigments wikipedia Ref); 
 Alizarin or 1,2-dihydroxyanthraquinone is an synthetic organic compound with formula C14H8O4 that is historically important as a prominent dye, originally derived from the roots of plants of the madder genus (Ref Alizarin Crimson at Boston Fine Arts); 
 C14H8O4 
 CAS 72-48-0; 
 CAS 104074-25-1",Deep Dark yellowish to Bordeaux violet red*,T,IV,A,"* Color depends on method of manufacture and the metal salt the Anthraquinone dye is fixed on. Tin salts giving more yellowish shades in artist pigments.
 Color depends on metal the lake is fixed on: 
 Aluminum = Red;
 Calcium = Bluish Red;
 Iron = Maroon;
 Chromium = Reddish-brown;
 Tin = yellowish red
 ** Kremer Pigmente rate their Alizarin Crimson Dark with an unusually high Blue Wool Scale 7-8 (excellent) light fastness for this pigment, a misprint? (Ref. Kremer);"
PR83:3,R,CIPIGMENT,83,Alizarin Lake,"Alizarin Crimson [LK];
 C.I. Pigment Red 83:3
 Pigment Red 83:3",58000:3,-,Bordeaux violet red,T,III,A,
PR85,R,CIPIGMENT,85,Indo Red,"Algol Brilliant Red BB;
 Algol Brilliant Red 2B;
 Algol Pink BBK;
 Algol Red BK;
 C.I. Pigment Red 85;
 Indo Red MV-6640;
 Pigment Red 85;
 Ponsol Red AFF",63350,Anthraquinone,Brilliant orange red,X,X,,
PR88,R,CIPIGMENT,88,Thioindigoid Violet,"Bayeaux Violet;
 Bordeaux;
 C.I. Pigment Red 88;
 Deep Magenta [HO.ag];
 Garnet Lake;
 Permanent Red;
 Permanent Violet [DS.w];
 Permanent Red Violet MRS;
 Pigment Red 88;
 Purple Lake [WN.w];
 Red Violet MRS;
 Scheveningen Violet [OH];
 Thioindigo Red [KP.p];
 Thioindigo Violet [DV.o];
 Thioindigoid Violet;
 Thio Red Violet [GU.pd Soldout]",73312,"Synthetic Organic;
 Thioindigoid;
 Acetic acid heated w/ concentrated sulfuric acid;
 CAS 14295-43-3",Deep red violet,S/T,II,A,"Extinct pigment, no longer manufactured
  Reacts with hydrochloric acid."
PR90,R,CIPIGMENT,90,Vermilionette,"C.I. Pigment Red 90;
 Imperial red;
 Royal Red;
 Vermilionette",45380:1,"Eosin Y (CI 45380, CI Acid Red 87) precipitated on a base of lead oxide;",Bluish red with a yellowish green fluorescence,X,IV,C,"This was one of the pigments that caused heavy fading in paintings by Vincent Van Gogh according to Rioux (1999). (Pigment Compendium, 2008, Ref)"
PR90:1,R,CIPIGMENT,90.1,Geranium lake,"C.I. Pigment Red 90:1;
 Geranium lake",45380:3,"Eosin Y (CI 45380, CI Acid Red 87) precipitated on a base of aluminium hydroxide;",Bluish red with a yellowish green fluorescence,X,IV,,
PR89,R,CIPIGMENT,89,Pigment Red 89,"Anthraquinone Red;
 C.I. Pigment Red 89;
 Pigment Red 89",60745,Dianthraquinone,Blue red violet,X,II,A,Discontinued; was used in artist colors
PR101,R,CIPIGMENT,101,Synthetic Iron Oxide Red,"Agate Brown [SCH.o];
 Antique Red Ochre [HO.w(ant)];
 Antique Russet Bauxite [HO.w(ant)];
 Asphaltum (hue) [DS.o];
 Red [HO];
 Antique Russet Brown [HO.w];
 Baroque Red [RGH.o];
 Bauxite Red;
 Blood Stone Red;
 Bright Red Ochre; 
 Brown [HO];
 Brown Pink [RF.e | WL.o.p];
 Brown Red;
 Brun Rouge;
 Burnt Roman Vitriol;
 Burnt Seinna [AS | BA.o | DR.a.a(s3hb).a(s3mb).o.o(georg).o.w | HO.ag.w | LA.a | LB.av.o | LK | MA.p| PF.w | RT.a.a.o.wo | SCH.a | UT.a.o | WN.a.a.k.wo.w.w.wp.wp(L)];
 Burnt Sienna Deep [DV.w];
 Burnt Vitriol;
 Cadmium Red Orange (hue) [MA];
 Caput Mortem: 
 Caput Mortum [AS];
 Caput Mortuum [BX.o.w | LK | MA.p | OH.a.o.w | SCH.o.o(Mus)];
 Caput Mortuum Dark;
 Caput Mortuum Deep [SCH.p];
 Caput Mortuum Hell [SCH];
 Caput Mortum Light; 
 Caput Mortuum Pale [SCH]; 
 Caput Mortuum Synthetic [KP.p]; 
 Caput Mortuum Violet [OH.a.o.w | WN.w.wp];
 Caput Mortuum Violet (mars) [OH.a.o.w];
 Chinese Red;
 C.I. Pigment Red 101;
 Colcothar;
 Crimson Oxide [GU];
 Crocus Martis2;
 Dutch Brown (Transparent) [WL.p];
 English Brown Red;
 English Light Red;
 English Red [GEN | BA.o | LA.a | LK | MA.p | OH.a.o.w | SE.a.o | SCH.g.o.o(Mus)];
 English Red Deep [LK];
 English Red Earth [DS.w];
 English Red Extra Deep [SI.p];
 English Red Light [KP.p | LK | SCH.p]; 
 English Red (Mars) [OH.a];
 English Red Ochre [DS.w];
 English Venetian Red [SCH.w];
 Environox Falun Red*** [EP.p]; 
 Environox Terra Cotta*** [EP.p];
 Havana Brown [DR.a(s3hb).a(s3mb)];
 Hematite;
 Hematite Burnt Scarlet [DS.w];
 Indian Red* [GEN | AS | BA.o.w | DR.o.o.w.t | DS.a.i.o.p.w |DV.k.w | GB.o.p | GR.o.w.wo | HO.o.w | MA | MH.o | RT.o.o | SE.o | UT.w | WN.k.o.wo.w.w.wp];
 Indian Red Deep* [RGH.o.p];
 Indian Red ochre* [CH];
 Indian Red Oxide [CR.a(jo).ao.o | JO.a];
 Iron Brown Hematite;
 Iron Oxide, Mars Brown [SE];
 Iron Oxide Red [KP.p];
 Iron Oxide Red 130 M [KP.p];
 Iron Oxide Red 222, dark [KP.p];
 Iron Oxide Red Medium, Mexican Terra Cotta Shade [SI.p];
 Italian Venetian Red [DS.w];
 Light Oxide Red [CR.a | RT.a.o.o.w.wo]; 
 Light Red [GEN | AS | DR.w | GR.o | HO.o.w | WN.k.o.w.w.wp];
 Light Red Ochre [CR.ao.o];
 Light Red Oxide [CR.a];
 Lunar Red Rock [DS.w];
 Maroon Red Oxide Transparent [RGH.o];
 Mars Brown [MA.o.o(artis).p | WNd];
 Mars Orange [MA.p.o(artis) | RF.e | SE } WL.p];
 Mars Orange Red [OH.a];
 Mars Red [GEN | BX.o | BR | DR.o | MA.a.o.o(artis).o.p | RF.e | RGH.o.p | SE.os.p | WL.o.p | WN];
 Mars Red Extra Deep Turkish Red [SI.p];
 Mars Red Light [WL.o.p];
 Mars Scarlet [WNd];
 Mars Violet [GEN | AS | BX.o | CR.ao.o | DS.o.p | DR.o.w | DV | HO.a.o | KA.o.p | MA.o.o(artis).p | MT | RF.e | RGH.o | SE.a | RT.o | WL.o.p | WN];
 Mars Violet Deep [WN.o];
 Medium Brown [SCH.a];
 Medium Red Oxide [KA.ad];
 Micaceous iron oxide [EN.wax | GO.a.af | TA.a.];
 Miltos;
 Mineral Purple;
 Mineral Violet;
 Morelle Salt;
 Ochre Red;
 Opaque Brown [HO.af]; 
 Oxide Orange;
 Oxide Red Deep [LA.a]; 
 Oxide Red Light [LA.a];
 Oxyde Red [CH];
 Oxyde Rouge;
 Persian Red [OH.o];
 Persian Indian Red [OH.o.w];
 Persian Red (Indian) [OH.o];
 Pigment Red 101;
 Pompeiian Red [SCH.o(Mus).p];
 Pouzzoles Red [CH];
 Pozzuoli Earth [SCH.o(Mus).p];
 Purple Ochre;
 Raw Seinna [PF.w];
 Raw Umber [LK]; 
 Red 140 [EP.p];
 Red Brown;
 Red Brown Oxide Medium [GU];
 Red Earth [CR.a(jo) | JO.a | SCH.o];
 Red Gold [GU]; 
 Red Iron Oxide [PF| SCH.a | WN.a.o.w.wp.];
 Red Ochre [HO.a.a(gesso).o| KA.o | LB.av | MA.a.g | MR.o | PF.o.o.w** | WL.o];
 Red Oxide [BA.a.a | GO.a.af.ag.ao | SQ.a | TA.a.af | LB.o | LQ.a | MT];
 Red Oxide Deep [KA.p]; 
 Red Oxide Light [GU | KA.p];
 Red Oxide Medium [GU | KA.p];
 Red Oxide of Iron;
 Red Oxide Transparent [RGH.o.p];
 Red Sartorius Earth [NP.p];
 Rich Transparent Red Iron Oxide [DR];
 Roman Ochre;
 Roman Red;
 Rouge Violet;
 Salmon [KA.p];
 Sartorius Red Earth [NP.p];
 Scarlet [LQ.a];
 Seinna;
 Sepia Brown [LB.av];
 Sepia Transparent [RGH.o];
 Senois Brown [CH];
 Senois Orange [CH];
 Senois Red [CH];
 Sinopia;
 Spanish Oxide;
 Spanish Red;
 Spanish Earth [WL.o];
 Synthetic Iron Oxide;
 Synthetic Iron Oxide Blue Shade;
 Synthetic Red Iron Oxide;
 Terra d'Italia [KA.p];
 Terra Di Sienna;
 Terra Rosa [HO.o | MG.a.o.w | RGH.o.p | WN.o];
 Terra Rosa Hue [GR.o | UT.o];
 Terracotta Reddish [SCH.a];
 Terre Rouge;
 Translucent Brown Oxide [SCH.a.o(Mus)]; 
 Translucent Orange Oxide;
 Translucent Orange-Red [KP.p];
 Translucent Red Brown [SCH.o];
 Translucent Red Medium [KP.p]; 
 Translucent Red Oxide [SCH.o(Mus)];
 Transoxide Red [LA.a]; 
 Transparent Brown [TA.a.af ];
 Transparent Brown Oxide [DS.o.w | WN.o];
 Transparent Burnt Sienna [DV.af | LQ.a];
 Transparent Earth Red [GB.o.p];
 Transparent Iron Oxide Red [UT.o];
 Transparent Mars Brown [BX.o.w | SQ.a | MA.o.w];
 Transparent Mars Red [BX.o.w | SQ.a | MA.o.w];
 Transparent Oxide Brown [RT.o.w]; 
 Transparent Oxide Red [CAS.k | KA.o MH.o | OH.a | RT.o.w]; 
 Transparent Oxide Red Lake [OH.o.w];
 Transparent Red Iron Oxide [DV.a | GO.a.ab.af.ag.ao | GR.o];
 Transparent Red Ochre [WN];
 Transparent Red Oxide [BR | CR.ao.o | DS.o.w | GO.ab | OH.a | KA.ad.p | MG.a.o.w | MH | RT.wo | TA.a.af];
 Tuscan Red;
 Venetian Orange [PF.o];
 Venetian Red [GEN | CAS.k | CL | BA.o | DR.a.a.o.w.t | DS.i.o.w | DV.a.k.o.w | GB.o.o | GR.o.wo | GU.ad | MA.w | MR.o | MT | MH.o | MW.o | OH.a.o.w | PF.o | RGH.o.p | RT.o.w | SE.a.o.p | SI.p | UT.a.o.w | WN.o.w.wp];
 Venetian Red (Mars) [OH.a];
 Venice Red;
 Venician Red [PF];
 Violet de Mars;
 Violet Iron Oxide [DV.w | WN.a];
 Violet Oxide [ GO.a.af.ag.ao ];
 XSL Translucent Red [KP.p];
 There are many other names for ochres and red iron oxides, usually based on color hue (maroon, violet), production location (Turkey, Oxford), quarry, mining site or manufacturing method (burnt, fired, roasted) and to further complicate things they appear in amost all languages.
 They can be followed or prefixed by other properties such as raw, bright, deep, dark, medium, fine or transparent etc.
 There are also many different traditional spellings of the word Ochre, Ocher, Ocre, Oker, Oaker, etc. or Earth (Terra, Terre) and variances on the words oxide (Oxyde, oxid, etc.), Iron (di ferro, de fer, mars, Ferric, ferrous, etc.), red (rouge, rot, rosso, rojo, colorado, etc.) and brown (bruin, brun, marron, braun, moreno, etc.).
 The same names are now seemingly even used interchangeably for synthetic or natural forms, including some crossover with the names of yellow hydrated iron oxides (PY42, PY43) and brown iron oxides and umbers (PBr6, PBr7).
 The red iron oxide pigments have an ancient history and pigments often still use the traditional names not necessarily in the native tongue of the artists using them. Add to all that, the multitude of languages that have intermixed and the iron oxide pigment names have become an almost impossible list of varied phrases.",77491,"inorganic;
 Synthetic Anhydrous red iron oxide, It may consist of the additional modifiers Cr2 03, FeO, Mn203, or/and NiO in any combination.
 The amount and time of calcining can adjust the color from dull orange to violet red & brown;
 (Ref. LBNL Pigment Database Spectral radiative properties;
 Red Iron Oxide (i);
 Red Iron Oxide (ii);
 Red Iron Oxide (iii);
 Red Oxide;
 Making pigments: Red Ochre at webexhibits.org;
 Iron Brown Hematite:
 CPMA 3-06-7 (4th ed. CMPA Classification and Chemical Description of the Complex Inorganic Color Pigments)
 CAS 1309-37-1",various brownish yellow to orange to red shades with yellow to violet under tones****,X,I,A,"Mars is the alchemical name for metallic element iron, the symbol of which was the same as that of the planet Mars. Associated with Mars, the ""Red Planet"" because of the reddish iron oxide prevalent on its surface. (Ref at symbols.com), (Ref Collins English Dictionary);
 Mars Red and Mars colors info at The Conservation and Art Materials Encyclopedia Online (CAMEO);
 the word hematite is derived from the Greek haimai, meaning blood;
 Red Ochre at Blick Art website (aff. link); 
 Make Iron (III) Oxide
 Video on the The Plutonium Bunny YouTube Channel;
 * The name Indian red derives from the red laterite soil found in India, which is composed of naturally occurring iron oxides. The first recorded use of Indian red as a color term in English was in 1792.[2], it does not refer to, or have anything to do with the skin color of Native Americans; (Ref Indian_Red_(color) Wikipedia)
 ** Transparency depends on particle size, amount of grinding, formulation, binder, method of manufacture, mineral content, impurities and additives.
 *** Environox Terra Cotta and Environox Falun Red from Earth Pigments is Iron Oxide produced from reclaimed iron sludge
 **** Oil paints, watercolors and other artist paints using PR101 and PR102 exist in almost any shade of yellow, orange, red and violet brown to green brown. Calcining or heating at a high temperature adds a whole other layer of deeper shades to the already wide degree of shades."
PR101:1,R,CIPIGMENT,101.1,Red Hematite,"Burnt Sienna;
 C.I. Pigment Red 101:1;
 Pigment Red 101:1;
 Red Haematite;
 Red Hematite",77015,Inorganic; Aluminium silicate and Ferric oxide,Yellowish pink through brick red to brown**,X,I,A,"* Transparency depends on particle size, amount of grinding, formulation, binder, method of manufacture, mineral content, impurities and additives.
 *** Oil paints and watercolors using PR101 and PR102 exist in almost any shade of yellow-orange, orange, red, violet brown to green brown."
